"entity_type","bundle",deleted,entity_id,revision_id,"language",delta,"field_title_in_latin_characters_value","field_title_in_latin_characters_format"
"node","book",0,2408,2408,"und",0,"Ḳol rinah ṿe-todah: asher nishmaʻ be-Bet ha-keneset shel ḳ.ḳ. Ashkenazim be-Ḳiryat ... Ḳopenhagen ha-birah ʻal biʼat nagidenu adonenu ben ha-melekh Ḳronprints Fridrikh ʻim ... Ḳronprintsesin masos kol ha-arets Mariya Sofiya Fridriḳa le-shalom",NULL
"node","book",0,2409,2409,"und",0,"Ḳol rinat ha-Yehudim asher ba-ʻir Shḳlov: li-khevod geveret Mamlakhot ha-Ḳesarit Ḳaṭhrina ha-shenit ha-moshelet be-khol Mamlakhot Raysen Y[a]R[um] H[oda] V[e]-T[inase] M[alkhutah] be-ovrah derekh sham bi-shenat 5540 la-yetsirah

Freudengesang der Judenschaft zu Sclow beym Durchzuge ihrer Kayserlichen Majestät Katharina II Selbstbeherrscherinn Aller Reussen",NULL
"node","book",0,2410,2410,"und",0,"Ḳol shaṿʻat bat Yehudah: ṿe-hu melitsah yesharah ʻavur ʻam Yehudah le-hasir mimenu telunot ha-ʻamim",NULL
"node","book",0,2411,2411,"und",0,"Ḳol shaḥal: shire ha-shirim",NULL
"node","book",0,2412,2412,"und",0,"Ḳol simḥah: ḥubar li-khevod he-ḥatan ... Simḥah Bunem ben ... Daniʾel ... be-yom ḥatunato ... ʿim ... Tsipor bat ... Ayzeḳ Desoya",NULL
"node","book",0,2413,2413,"und",0,"Ḳol simḥah, o, Nitsuaḥ ha-ḥokhmah",NULL
"node","book",0,2414,2414,"und",0,"Ḳunṭres mi-sefer ha-Zohar ḥibura tinyana",NULL
"node","book",0,2415,2415,"und",0,"Ḳunṭres ḳure ʿakavish: ṿe-hu ḥibur ... le-hatsil et nafsho mi-moḳshe masigaṿ asher hisigu ʿal Sefer Tsohar ha-tevah neḥmad",NULL
"node","book",0,2416,2416,"und",0,"Ḳorot ha-ʻitim 1: mi-maḳom sheha-Sheʼerit Yiśraʼel siyem ... mi-shenat 501 ... ʻad shenat 561",NULL
"node","book",0,2417,2417,"und",0,"Ḳorot shenot ḳedem 1: maḥberet rishonah, sefer rishon",NULL
"node","book",0,2418,2418,"und",0,"Ḳorot shenot ḳedem 2: maḥberet rishonah, sefer sheni",NULL
"node","book",0,2419,2419,"und",0,"Ḳeneh ha-midah: ha-melamed ... govah ha-shamayim ṿe-rosh kokhavim ... ʿal yede ḥokhmat ha-meshulashim ṿeha-beḳaʿim ha-nogʿim ṿeha-ḥotkhim",NULL
"node","book",0,2420,2420,"und",0,"Reshit limudim: hu Sefer Uḳlidos be-seder meḥudash ṿe-ʿod kamah ṿe-khamah limudim ... la-daʿat ule-havin mahem kol ʿinyane midot ha-shiʿurim ha-shayakhim le-veʾure divre ḥakhamenu",NULL
"node","book",0,2421,2421,"und",0,"Reshit limudim 1",NULL
"node","book",0,2422,2422,"und",0,"Reshit limudim 2",NULL
"node","book",0,2423,2423,"und",0,"Reshit leḳaḥ: leḥanekh ha-ḳeṭanim bi-yesode ha-emunah ṿeha-musar",NULL
"node","book",0,2424,2424,"und",0,"Rodef mesharim: ... neged ... Divre mesharim",NULL
"node","book",0,2425,2425,"und",0,"Ruaḥ nakhon: otot u-moftim",NULL
"node","book",0,2426,2426,"und",0,"Rinat dodim",NULL
"node","book",0,2427,2427,"und",0,"Resise lailah",NULL
"node","book",0,2428,2428,"und",0,"Shevaʻ peraḳim ha-rishonim shel sefer milot ha-higayon",NULL
"node","book",0,2429,2429,"und",0,"Sadeh tevunah",NULL
"node","book",0,2430,2430,"und",0,"Shoresh davar",NULL
"node","book",0,2431,2431,"und",0,"Siḥah ben shnat 1800 u-ven shnat 1801",NULL
"node","book",0,2432,2432,"und",0,"Siḥah be-ʿolam ha-neshamot: ben ha-Rav R. Daṿid Ḳimḥi u-ven he-ḥakham R. Yoʾel Bril. Kolelet sheloshah maʾamarim ... be-diḳduḳ leshon ʿever  hotsaʾah la-or",NULL
"node","book",0,2433,2433,"und",0,"Shir: le-yom ḥatunat ṿe-simḥat lev ha-melekh ha-adir ṿeha-nasa masos ha-arets Ḳrisṭyanus ha-sheviʻi melekh Denemarḳ ṿe-Norṿegn ... be-voʼo ʻim ha-malkah ha-gavirah Ḳarolina Maṭildah el Ḳopenhagen ʼir malkhuto le-ḥodesh Kisleṿ shenat 5527",NULL
"node","book",0,2434,2434,"und",0,"Shir: le-yom ḥatunat",NULL
"node","book",0,2435,2435,"und",0,"Shir asher nimsar le-malkenu",NULL
"node","book",0,2436,2436,"und",0,"Shir ṿe-renan: le-yom asher yoshve ha-ʿir ha-zot natnu yad taḥat adonenu ha-melekh ... Fridrikh Ṿilhelm ha-sheni meʾet ʿadat Yisraʾel ... poh Berlin ... be-ʿeser le-ḥodesh ha-sheviʿi be-Yom ha-kipurim 547

Gesang und Gebet zum Huldigungstage unsers Allerdurchlauchtigsten, Großmächtigsten und Allergnädigsten Königs und Herrn Friedrich Wilhelm des Zweiten von der Jüdischen Gemeinde zu Berlin am zehnten Tage des siebenten Monaths, am Versöhnungstage, (den 2ten Oktober 1786)",NULL
"node","book",0,2437,2437,"und",0,"Shir ṿe-todah

Jubel-Lied und Gebet am Huldigungs-Tage des Großmächtigsten allergnädigsten Königs und Herrn Friedrich Wilhelm des Dritten. Gesungen von der Gemeinde der Israeliten zu Berlin zur Bezeugung ihrer ehrfurchstsvollen Treue",NULL
"node","book",0,2438,2438,"und",0,"Shir u-tefilah

Priéres Prononcées par les Israélites 
L’occasion de l’entrée solemnelle de sa Majesté Napoléon le Grand, et de son Auguste Compagne Dans la Bonne Ville D’amsterdam",NULL
"node","book",0,2439,2439,"und",0,"Shir yedidot",NULL
"node","book",0,2440,2440,"und",0,"Shir yedidut: ... be-yom huledet ... ha-sar Deniʾel Yafeh

Dem Ober-Landes-Aeltesten, Herrn Daniel Itzig gewidmet an seinem sieben und siebzigsten Geburtstage den 18. März 1799 von seinem ergebenen Isaac Satnow",NULL
"node","book",0,2441,2441,"und",0,"Shir yedidut",NULL
"node","book",0,2442,2442,"und",0,"Shir kelulot",NULL
"node","book",0,2443,2443,"und",0,"Shir kelulot",NULL
"node","book",0,2444,2444,"und",0,"Shir mizmor",NULL
"node","book",0,2445,2445,"und",0,"Shir renen ṿe-simḥah: le-yom himlikhu bo et adonenu ha-melekh ... Fridrikh Ṿilhelm ha-sheni ʻal meḥozot Polin ha-gedolah yom bo yoshveha natnu yad taḥat ha-melekh poh be-ʻir Pozen",NULL
"node","book",0,2446,2446,"und",0,"Shir Shalom

Friedens-Lied auf den großen Tag, an welchem zwischen Sr. Majesät, den Allerdurchlauchtigsten, Großmächtigsten Fürsten und Herr, Herrn Friedrich dem Groβen, Könige in Preuβen, Ehurfrsten zu Brandenburg u. u. Und auch der Kaiserin, Königin von Ungarn, und Böhmen, U. U. und dem Könige von Pohlen und Ehurfürsten zu Sachsen, U. U. den 15ten Februarii 1763. Auf dem Schloβe Hubersburg, in Sachsen ein glücklicher Friede geschlossen Wurde. Und eine dreifache Schnur reiβet nicht so leicht entzwei. Pred. Sal 4, 12. 
Die Jahr-Zahl in einem Text: Psalm 85. v. 9 
Daβ er Friede zusagt seinem Volk",NULL
"node","book",0,2447,2447,"und",0,"Shir tehilot

Lobgesang, bei Seiner Käiserlichen Hoheit des Groβfürsten aller Reussen, Paul Petrowitz, Ankunft zu Berlin, von der Judengemeine daselbst",NULL
"node","book",0,2448,2448,"und",0,"Shir todah

Danklied der Judenschaft zu Dresden wegen glücklicher Entbindung Ihrer Churfürstl. Durchl. unserer Landesmutter Marien Amalien Augusten, von einer Prinzeßin, am Sabbath den 22. Junii 1782 von dem Hof-Factor und Aeltesten hiesiger Judenschaft Philipp Aaron, in seiner Synagoge veranstaltet.",NULL
"node","book",0,2449,2449,"und",0,"Shir todah ṿe-simḥah

Lob- und Freudengesang zur Ehre unsers Allerdurchlauchtigsten, Großmächtigsten und Allergnädigsten Königs und Herrn Friedrich Wilhelm des Zweiten am Tage da Ihn die Einwohner Warschau's und der umliegenden Provinzen gehuldigt haben. Gesungen von der jüdischen Gemeinde zu Warschau, für sich und ihre Brüder in diesen Provinzen, zum Beweise ihrer Herzenstreue, Unterthänigkeit, und Theilnahme an der allgemeinen Landesfreude dieses Tages",NULL
"node","book",0,2450,2450,"und",0,"Shir tora u-tefilah

Lobgesang und Gebet auf die gute Bothschaft, daß der Herr die Stadt Schweidnitz in die Hand Sr. Majestat, unsers Herrn, des… Großmächtigsten Königs, Friedrichs des Großen, Königs in Preussen, und Churfürstens zu Brandenburg x. x. wiedergegeben hat, und Er sich der Stadt, und des Volcks [sic], das darinnen war, bemächtigte, auch alle streitbare Männer, die das Schwerdt ausgezogen hatten, nebst vielen Generals, und andern Officiers, zu Krieges Gefangenen machte, ingleichen alle Munition am 22sten des Monaths Tischri erbeutete.",NULL
"node","book",0,2451,2451,"und",0,"Shire tehilah 2",NULL
"node","book",0,2452,2452,"und",0,"Shire tehilot

Dankfeyer auf die Genesung der Königlichen Kinder nach glücklich erfolgter Blattern-Einimpfung. Gehalten in der Synagoge der Judenschaft zu Berlin. Am Sabat-Abend den 18. December 1789.",NULL
"node","book",0,2453,2453,"und",0,"Shire tifʾeret 1: Shire tifʾeret ḥibur kolel shemonah ʿasar shirim",NULL
"node","book",0,2454,2454,"und",0,"Shire tifʾeret 2: Shire tifʾeret ḥibur kolel shemonah ʿasar shirim",NULL
"node","book",0,2455,2455,"und",0,"Shire tifʾeret 3: Shire tifʼeret maḥberet shelishit u-vah sheloshah shirim",NULL
"node","book",0,2456,2456,"und",0,"Shire tifʾeret 4: Shire tifʼeret maḥberet reviʻit u-vah sheni shirim",NULL
"node","book",0,2457,2457,"und",0,"Shire tifʾeret 5: Shire tifʼeret maḥberet ḥamishit u-vah sheloshah shirim",NULL
"node","book",0,2458,2458,"und",0,"Shirim u-renanot: le-ḥanukat bet ha-keneset ha-ḥadashah asher banu reʿim ahuvim ha-niḳraʼim be-shem ḥevrat aḥim",NULL
"node","book",0,2459,2459,"und",0,"Shirim ṿe-tishbaḥot: lehashmiʻa be-ḳol rinah ṿe-todah ... ha-gedolah de-ḳ.ḳ. Ashkenazim be-Amsṭerdam ... ba-yom ba la-ʻir ha-zot ... ha-melekh he-ḥasid Lodewig Napoleon ... ṿe-naṿat beto ha-malkah

Hymnes et cantiques pour celebrer dans la sinagogue principale de la communaute judaique allemande a Amsterdam. L'entree solemnelle de L.L.M.M. notre tres gracieux roi Louis Napoleon, et son illustre epouse notre tres gracieuse reine dans cette capitale. Composes par la tres venerable et tres reverend Moise Saul, Rabin de la susdite communaute. Traduits de l'Hebreu par Ephraim Lion Davids",NULL
"node","book",0,2460,2460,"und",0,"Shirim ṿe-tishbaḥot: lehashmiʻa be-ḳol rinah ṿe-todah ... de-ḳ.ḳ. Ashkenazim be-Amsṭerdam",NULL
"node","book",0,2461,2461,"und",0,"Shirat dodim",NULL
"node","book",0,2462,2462,"und",0,"Shelemut ṿe-tsurat ha-nefesh o ḳesher ha-nefesh ʻim ha-guf: beʼur ʻal sefer ha-nefesh",NULL
"node","book",0,2463,2463,"und",0,"Sefat emet",NULL
"node","book",0,2464,2464,"und",0,"Sefat ʿEver

Feierlicher Empfang des Praesidenten des Königlich- Westphälischen Konsistoriums der Israeliten und Mitglieds der Reichsstände Herrn Israel Jacobson in M. H. Bock's Lehr- und Bildungs-Anstalten. Gehalten in deutscher, franz., engl. u. hebräischer Sprache",NULL
"node","book",0,2465,2465,"und",0,"Shraybn an di ṿirdign miṭglider zemṭlikher ... ḥevres gmiles ḥsodim",NULL
"node","book",0,2466,2466,"und",0,"Tavnit ḥevrat shohare ha-ṭov ṿe-ha-tushiyah",NULL
"node","book",0,2467,2467,"und",0,"Tehilah: ḥaruze yaḳar eleh heviʼu ʻedat yeshurun Ṿarshi li-khevod uli-tifʼeret malkhut Zaḳsin h. yarum hodah. bi-feros kenafeha li-melokh ʻalenu paʻam shelishit aḥare hafradah meʼitanu arbaʻah ṿe-arbaʻim shanah. h. yakhon ke-shemesh kisʼah u-khe-yareaḥ ʻolam yeḥi Fridrukh Agusṭ melekh Zaḳsin ṿe-dukas Ṿarshaṿi ṿe-yarum ṿe-gavah ṿe-nisa",NULL
"node","book",0,2468,2468,"und",0,"Tehilah el si ha-melukhah

Ode Seiner Königlichen Hoheit dem Vielgeliebten Churfürsten von Würzberg Ferdinand dargereicht von der Judenschaft des Churfürstenthums Würzburg am Huldigungs Fest in Ebraischer und Deutscher Sprache",NULL
"node","book",0,2469,2469,"und",0,"Tehilah ṿe-todah: le-ʿadat Yisraʾel asher bi-gelilot Mohiloṿ, ke-vo alehem hod ha-kesarit Kathrina ha-shenit ha-moshelet be-khol medinot Raysen y.r.h. ṿ.t.m. ba-ʿavarah derekh sham bi-shenat 5540 la-beriʾah

Lob- und Danklied der Judengemeine zu Mohilow beym Einzuge Ihrer Kayserlichen Majestät Katharina II. Selbstbeherrscherinn allen Reussen in Jahre 1780",NULL
"node","book",0,2470,2470,"und",0,"Todat emunat bet Yisraʾel: ʻal derekh sheʼelah u-teshuvah",NULL
"node","book",0,2471,2471,"und",0,"Tokhaḥat megulah: hi haʿataḳat ha-derushim asher neʾemru b.l.a.

Sechs deutsche Reden, gehalten in der Synagoge zu Deßau, nebst einer hebräische Uebersetzung derselben",NULL
"node","book",0,2472,2472,"und",0,"Toldot Noaḥ oder Geshikhṭe der zindfluṭ: in tsṿelf gezengen, tsur erboyung und unṭerhalṭung an heyligen ruh- und fesṭṭagen",NULL
"node","book",0,2473,2473,"und",0,"Toldot rabenu he-ḥakham Mosheh ben Menaḥem",NULL
"node","book",0,2474,2474,"und",0,"Torat leshon ʻIvrit 1: Torat leshon ʻIvrit ḳetsarah u-vaʼer heṭev oder Ḳurtsgefasṭe und dayṭlikhe ebreyshe shprakhlehre",NULL
"node","book",0,2475,2475,"und",0,"Torat leshon ʻIvrit 2: Torat leshon ʻIvrit ḳetsarah u-vaʼer heṭev oder Ḳurtsgefasṭe und dayṭlikhe ebreyshe shprakhlehre",NULL
"node","book",0,2476,2476,"und",0,"Torat leshon ʻIvrit 3: Torat leshon ʻIvrit ḳetsarah u-vaʼer heṭev oder Ḳurtsgefasṭe und dayṭlikhe ebreyshe shprakhlehre",NULL
"node","book",0,2477,2477,"und",0,"Tiḳun sofrim",NULL
"node","book",0,2478,2478,"und",0,"Talmud leshon ʿIvri: kolel yesodot leshon ha-ḳodesh",NULL
"node","book",0,2479,2479,"und",0,"Tefilah

Gebet. Verfaßt im hebräischen von die hiesigen jüdischen Religionsvorsteher und Oberjuristen, welches auf Veranlassung ihrer und deren hiesigen Herren Gemeindevorsteher in allen Synagogen beym Morgen und Abendgebet für das Glück der k. auch k.k. Waffen nach vorher gesagten Psalmen cap. 7. 9. 18. 20. 21. 27. 33. 44. 45. 47. 67. 72. 91. 107. 108. 118. 125. 128. 144. 147. gebetet wird",NULL
"node","book",0,2480,2480,"und",0,"Tefilah

Gebet für unsern König Friedrich August, und unsere Königin Amalia Augusta, am Tage der feyerlichen Annahme der Königswürde. Nach Ablesung folgender siebenzehen (טוב 17, welches auch gut bedeutet) Psalme 21, 61, 63, 67, 72, 75, 89, 93, 97, 99, 100, 111, 118, 128, 138, 144, 150, gesprochen von der Gemeinde in der auf ewige Zeiten gestifteten Synagoge des selig verstorbenen Hoffactors Philipp Aaron, aufgesetzt von Joseph Philipp Aaron, dem Sohne",NULL
"node","book",0,2481,2481,"und",0,"Tefilah

Priere prononcee lorsque Sa Majeste le Roi daigna honorer de Sa presence la synagogue de la nouvelle Communaute Israelite de la ville d'Amsterdam nommee Adath Jesurun",NULL
"node","book",0,2482,2482,"und",0,"Tefilah

Kriegs-Gebeth der israelitischen Gemeinde in Wien (Aus dem Hebräischen ins Deutsche übersetzt)",NULL
"node","book",0,2483,2483,"und",0,"Tefilah be-ʿed adonenu ha-melekh: ha-adir ṿe-he-ḥakham Fridrikh Ṿilhelm ha-shlishi ụ-be-ʿed shalom bet malkoto ... be-ʿir Berlin ... be-yom natenu ha-sarim ṿe-yoshve ha-arets yad taḥat ha-melekh

Gebet um die Wohlfahrt unseres Allerdurchlauchtigsten Grosmächtigsten Königs und Herrn Friedrich Wilhelm des Dritten und Dessen Königliches Haus. Am Tage der Huldigung in Andacht zum Himmel geschickt",NULL
"node","book",0,2484,2484,"und",0,"Tefilah be-ʿed shalom ha-melekh: ha-adir ṿe-he-ḥasid adonenu Fridrikh Ṿilhelm ụ-vet malkoto ... be-ʿir Pozen ụ-ve-sheʾar ha-kehilot be-yom natenu ha-sarim ṿe-yoshve ha-arets yad taḥat ha-melekh

Gebeṭ um di ṿohlfarṭ unzer aller durkh loikhṭigsṭen grois mekhṭigsṭen kenig und hern fridrikh ṿilhelm und desen keniglikhen hoiz",NULL
"node","book",0,2485,2485,"und",0,"Tefilah mi-kol ha-shanah",NULL
"node","book",0,2486,2486,"und",0,"Teshuvat ha-Rav ha-Gaʾon",NULL
"node","book",0,2487,2487,"und",0,"Teshuʿat Yisraʾel bi-yede Yehudit: asher heʿetaḳti mi-leshon Iṭalḳi li-leshon ḳodesh",NULL
