path,load_functions,to_arg_functions,access_callback,access_arguments,page_callback,page_arguments,delivery_callback,fit,number_parts,context,tab_parent,tab_root,title,title_callback,title_arguments,theme_callback,theme_arguments,type,description,position,weight,include_file
admin/config/search/search_api/index/%/view,"b'a:1:{i:5;s:21:""search_api_index_load"";}'",b'',user_access,"b'a:1:{i:0;s:21:""administer search_api"";}'",search_api_admin_index_view,b'a:1:{i:0;i:5;}',,125,7,1,admin/config/search/search_api/index/%,admin/config/search/search_api/index/%,View,t,,,a:0:{},140,,,-10,profiles/haskala/modules/contrib/search_api/search_api.admin.inc
admin/config/search/search_api/index/%/workflow,"b'a:1:{i:5;s:21:""search_api_index_load"";}'",b'',user_access,"b'a:1:{i:0;s:21:""administer search_api"";}'",drupal_get_form,"b'a:2:{i:0;s:31:""search_api_admin_index_workflow"";i:1;i:5;}'",,125,7,3,admin/config/search/search_api/index/%,admin/config/search/search_api/index/%,Filters,t,,,a:0:{},132,Edit indexing workflow.,,-2,profiles/haskala/modules/contrib/search_api/search_api.admin.inc
admin/config/search/search_api/overview,b'',b'',user_access,"b'a:1:{i:0;s:21:""administer search_api"";}'",search_api_admin_overview,b'a:0:{}',,31,5,1,admin/config/search/search_api,admin/config/search/search_api,Overview,t,,,a:0:{},140,,,-10,profiles/haskala/modules/contrib/search_api/search_api.admin.inc
admin/config/search/search_api/page,b'',b'',user_access,"b'a:1:{i:0;s:21:""administer search_api"";}'",search_api_page_admin_overview,b'a:0:{}',,31,5,1,admin/config/search/search_api,admin/config/search/search_api,Search pages,t,,,a:0:{},132,Create and configure search pages.,,0,profiles/haskala/modules/contrib/search_api_page/search_api_page.admin.inc
admin/config/search/search_api/page/%,"b'a:1:{i:5;s:20:""search_api_page_load"";}'",b'',user_access,"b'a:1:{i:0;s:21:""administer search_api"";}'",drupal_get_form,"b'a:2:{i:0;s:26:""search_api_page_admin_edit"";i:1;i:5;}'",,62,6,0,,admin/config/search/search_api/page/%,Edit search page,t,,,a:0:{},6,Configure or delete a search page.,,0,profiles/haskala/modules/contrib/search_api_page/search_api_page.admin.inc
admin/config/search/search_api/page/%/edit,"b'a:1:{i:5;s:20:""search_api_page_load"";}'",b'',user_access,"b'a:1:{i:0;s:21:""administer search_api"";}'",drupal_get_form,"b'a:2:{i:0;s:26:""search_api_page_admin_edit"";i:1;i:5;}'",,125,7,2,admin/config/search/search_api/page/%,admin/config/search/search_api/page/%,Edit search page,t,,,a:0:{},140,,,0,profiles/haskala/modules/contrib/search_api_page/search_api_page.admin.inc
admin/config/search/search_api/page/add,b'',b'',user_access,"b'a:1:{i:0;s:21:""administer search_api"";}'",drupal_get_form,"b'a:1:{i:0;s:25:""search_api_page_admin_add"";}'",,63,6,1,admin/config/search/search_api/page,admin/config/search/search_api,Add search page,t,,,a:0:{},388,Add a new search page.,,0,profiles/haskala/modules/contrib/search_api_page/search_api_page.admin.inc
admin/config/search/search_api/server/%,"b'a:1:{i:5;s:22:""search_api_server_load"";}'",b'',user_access,"b'a:1:{i:0;s:21:""administer search_api"";}'",search_api_admin_server_view,b'a:1:{i:0;i:5;}',,62,6,0,,admin/config/search/search_api/server/%,View server,search_api_admin_item_title,a:1:{i:0;i:5;},,a:0:{},6,View server details.,,0,profiles/haskala/modules/contrib/search_api/search_api.admin.inc
admin/config/search/search_api/server/%/delete,"b'a:1:{i:5;s:22:""search_api_server_load"";}'",b'',search_api_access_delete_page,b'a:1:{i:0;i:5;}',drupal_get_form,"b'a:4:{i:0;s:24:""search_api_admin_confirm"";i:1;s:6:""server"";i:2;s:6:""delete"";i:3;i:5;}'",,125,7,2,admin/config/search/search_api/server/%,admin/config/search/search_api/server/%,Delete,search_api_title_delete_page,a:1:{i:0;i:5;},,a:0:{},132,Delete server.,,10,profiles/haskala/modules/contrib/search_api/search_api.admin.inc
admin/config/search/search_api/server/%/disable,"b'a:1:{i:5;s:22:""search_api_server_load"";}'",b'',search_api_access_disable_page,b'a:1:{i:0;i:5;}',search_api_admin_server_view,b'a:2:{i:0;i:5;i:1;i:6;}',,125,7,2,admin/config/search/search_api/server/%,admin/config/search/search_api/server/%,Disable,t,,,a:0:{},132,Disable index.,,8,profiles/haskala/modules/contrib/search_api/search_api.admin.inc
admin/config/search/search_api/server/%/edit,"b'a:1:{i:5;s:22:""search_api_server_load"";}'",b'',user_access,"b'a:1:{i:0;s:21:""administer search_api"";}'",drupal_get_form,"b'a:2:{i:0;s:28:""search_api_admin_server_edit"";i:1;i:5;}'",,125,7,3,admin/config/search/search_api/server/%,admin/config/search/search_api/server/%,Edit,t,,,a:0:{},132,Edit server details.,,-1,profiles/haskala/modules/contrib/search_api/search_api.admin.inc
admin/config/search/search_api/server/%/files,"b'a:1:{i:5;s:22:""search_api_server_load"";}'",b'',search_api_solr_access_server_files,b'a:1:{i:0;i:5;}',drupal_get_form,"b'a:2:{i:0;s:32:""search_api_solr_solr_config_form"";i:1;i:5;}'",,125,7,3,admin/config/search/search_api/server/%,admin/config/search/search_api/server/%,Files,t,,,a:0:{},132,View Solr configuration files.,,-1,profiles/haskala/modules/contrib/search_api_solr/search_api_solr.admin.inc
admin/config/search/search_api/server/%/view,"b'a:1:{i:5;s:22:""search_api_server_load"";}'",b'',user_access,"b'a:1:{i:0;s:21:""administer search_api"";}'",search_api_admin_server_view,b'a:1:{i:0;i:5;}',,125,7,1,admin/config/search/search_api/server/%,admin/config/search/search_api/server/%,View,t,,,a:0:{},140,,,-10,profiles/haskala/modules/contrib/search_api/search_api.admin.inc
admin/config/search/xmlsitemap,b'',b'',user_access,"b'a:1:{i:0;s:21:""administer xmlsitemap"";}'",drupal_get_form,"b'a:1:{i:0;s:28:""xmlsitemap_sitemap_list_form"";}'",,15,4,0,,admin/config/search/xmlsitemap,XML sitemap,t,,,a:0:{},6,Configure your site's XML sitemaps to help search engines find and index pages on your site.,,0,profiles/haskala/modules/contrib/xmlsitemap/xmlsitemap.admin.inc
admin/config/search/xmlsitemap/add,b'',b'',user_access,"b'a:1:{i:0;s:21:""administer xmlsitemap"";}'",drupal_get_form,"b'a:1:{i:0;s:28:""xmlsitemap_sitemap_edit_form"";}'",,31,5,1,admin/config/search/xmlsitemap,admin/config/search/xmlsitemap,Add new XML sitemap,t,,,a:0:{},388,,,0,profiles/haskala/modules/contrib/xmlsitemap/xmlsitemap.admin.inc
admin/config/search/xmlsitemap/delete/%,"b'a:1:{i:5;s:23:""xmlsitemap_sitemap_load"";}'",b'',user_access,"b'a:1:{i:0;s:21:""administer xmlsitemap"";}'",drupal_get_form,"b'a:2:{i:0;s:30:""xmlsitemap_sitemap_delete_form"";i:1;i:5;}'",,62,6,0,,admin/config/search/xmlsitemap/delete/%,Delete XML sitemap,t,,,a:0:{},6,,,0,profiles/haskala/modules/contrib/xmlsitemap/xmlsitemap.admin.inc
admin/config/search/xmlsitemap/edit/%,"b'a:1:{i:5;s:23:""xmlsitemap_sitemap_load"";}'",b'',user_access,"b'a:1:{i:0;s:21:""administer xmlsitemap"";}'",drupal_get_form,"b'a:2:{i:0;s:28:""xmlsitemap_sitemap_edit_form"";i:1;i:5;}'",,62,6,0,,admin/config/search/xmlsitemap/edit/%,Edit XML sitemap,t,,,a:0:{},6,,,0,profiles/haskala/modules/contrib/xmlsitemap/xmlsitemap.admin.inc
admin/config/search/xmlsitemap/list,b'',b'',user_access,"b'a:1:{i:0;s:21:""administer xmlsitemap"";}'",drupal_get_form,"b'a:1:{i:0;s:28:""xmlsitemap_sitemap_list_form"";}'",,31,5,1,admin/config/search/xmlsitemap,admin/config/search/xmlsitemap,List,t,,,a:0:{},140,,,-10,profiles/haskala/modules/contrib/xmlsitemap/xmlsitemap.admin.inc
admin/config/search/xmlsitemap/rebuild,b'',b'',_xmlsitemap_rebuild_form_access,b'a:0:{}',drupal_get_form,"b'a:1:{i:0;s:23:""xmlsitemap_rebuild_form"";}'",,31,5,1,admin/config/search/xmlsitemap,admin/config/search/xmlsitemap,Rebuild links,t,,,a:0:{},132,Rebuild the site map.,,20,profiles/haskala/modules/contrib/xmlsitemap/xmlsitemap.admin.inc
admin/config/search/xmlsitemap/settings,b'',b'',user_access,"b'a:1:{i:0;s:21:""administer xmlsitemap"";}'",drupal_get_form,"b'a:1:{i:0;s:24:""xmlsitemap_settings_form"";}'",,31,5,1,admin/config/search/xmlsitemap,admin/config/search/xmlsitemap,Settings,t,,,a:0:{},132,,,10,profiles/haskala/modules/contrib/xmlsitemap/xmlsitemap.admin.inc
admin/config/search/xmlsitemap/settings/%/%,"b'a:2:{i:5;a:1:{s:27:""xmlsitemap_link_bundle_load"";a:1:{i:0;i:6;}}i:6;N;}'",b'',xmlsitemap_link_bundle_access,b'a:1:{i:0;i:5;}',drupal_get_form,"b'a:2:{i:0;s:36:""xmlsitemap_link_bundle_settings_form"";i:1;i:5;}'",,124,7,0,,admin/config/search/xmlsitemap/settings/%/%,,t,,,a:0:{},6,,,0,profiles/haskala/modules/contrib/xmlsitemap/xmlsitemap.admin.inc
admin/config/services,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",system_admin_menu_block_page,b'a:0:{}',,7,3,0,,admin/config/services,Web services,t,,,a:0:{},6,Tools related to web services.,right,0,modules/system/system.admin.inc
admin/config/services/logs-http-client,b'',b'',user_access,"b'a:1:{i:0;s:27:""administer logs http client"";}'",drupal_get_form,"b'a:1:{i:0;s:24:""logs_http_admin_settings"";}'",,15,4,0,,admin/config/services/logs-http-client,Logs HTTP Client,t,,,a:0:{},6,Administer Logs Client settings.,,0,profiles/haskala/modules/contrib/logs_http/logs_http.admin.inc
admin/config/services/rss-publishing,b'',b'',user_access,"b'a:1:{i:0;s:29:""administer site configuration"";}'",drupal_get_form,"b'a:1:{i:0;s:25:""system_rss_feeds_settings"";}'",,15,4,0,,admin/config/services/rss-publishing,RSS publishing,t,,,a:0:{},6,"Configure the site description, the number of items per feed and whether feeds should be titles/teasers/full-text.",,0,modules/system/system.admin.inc
admin/config/system,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",system_admin_menu_block_page,b'a:0:{}',,7,3,0,,admin/config/system,System,t,,,a:0:{},6,General system related configuration.,right,-20,modules/system/system.admin.inc
admin/config/system/actions,b'',b'',user_access,"b'a:1:{i:0;s:18:""administer actions"";}'",system_actions_manage,b'a:0:{}',,15,4,0,,admin/config/system/actions,Actions,t,,,a:0:{},6,Manage the actions defined for your site.,,0,modules/system/system.admin.inc
admin/config/system/actions/configure,b'',b'',user_access,"b'a:1:{i:0;s:18:""administer actions"";}'",drupal_get_form,"b'a:1:{i:0;s:24:""system_actions_configure"";}'",,31,5,0,,admin/config/system/actions/configure,Configure an advanced action,t,,,a:0:{},4,,,0,modules/system/system.admin.inc
admin/config/system/actions/delete/%,"b'a:1:{i:5;s:12:""actions_load"";}'",b'',user_access,"b'a:1:{i:0;s:18:""administer actions"";}'",drupal_get_form,"b'a:2:{i:0;s:26:""system_actions_delete_form"";i:1;i:5;}'",,62,6,0,,admin/config/system/actions/delete/%,Delete action,t,,,a:0:{},6,Delete an action.,,0,modules/system/system.admin.inc
admin/config/system/actions/manage,b'',b'',user_access,"b'a:1:{i:0;s:18:""administer actions"";}'",system_actions_manage,b'a:0:{}',,31,5,1,admin/config/system/actions,admin/config/system/actions,Manage actions,t,,,a:0:{},140,Manage the actions defined for your site.,,-2,modules/system/system.admin.inc
admin/config/system/actions/orphan,b'',b'',user_access,"b'a:1:{i:0;s:18:""administer actions"";}'",system_actions_remove_orphans,b'a:0:{}',,31,5,0,,admin/config/system/actions/orphan,Remove orphans,t,,,a:0:{},0,,,0,modules/system/system.admin.inc
admin/config/system/cron,b'',b'',user_access,"b'a:1:{i:0;s:29:""administer site configuration"";}'",drupal_get_form,"b'a:1:{i:0;s:20:""system_cron_settings"";}'",,15,4,0,,admin/config/system/cron,Cron,t,,,a:0:{},6,Manage automatic site maintenance tasks.,,20,modules/system/system.admin.inc
admin/config/system/googleanalytics,b'',b'',user_access,"b'a:1:{i:0;s:27:""administer google analytics"";}'",drupal_get_form,"b'a:1:{i:0;s:35:""googleanalytics_admin_settings_form"";}'",,15,4,0,,admin/config/system/googleanalytics,Google Analytics,t,,,a:0:{},6,Configure tracking behavior to get insights into your website traffic and marketing effectiveness.,,0,profiles/haskala/modules/contrib/google_analytics/googleanalytics.admin.inc
admin/config/system/ip_geoloc,b'',b'',user_access,"b'a:1:{i:0;s:29:""administer site configuration"";}'",drupal_get_form,"b'a:1:{i:0;s:25:""ip_geoloc_admin_configure"";}'",,15,4,0,,admin/config/system/ip_geoloc,IP Geolocation Views & Maps,t,,,a:0:{},6,Configure map markers and how geolocation information is updated.,,0,profiles/haskala/modules/contrib/ip_geoloc/ip_geoloc.admin.inc
admin/config/system/site-information,b'',b'',user_access,"b'a:1:{i:0;s:29:""administer site configuration"";}'",drupal_get_form,"b'a:1:{i:0;s:32:""system_site_information_settings"";}'",,15,4,0,,admin/config/system/site-information,Site information,t,,,a:0:{},6,"Change site name, e-mail address, slogan, default front page, and number of posts per page, error pages.",,-20,modules/system/system.admin.inc
admin/config/user-interface,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",system_admin_menu_block_page,b'a:0:{}',,7,3,0,,admin/config/user-interface,User interface,t,,,a:0:{},6,Tools that enhance the user interface.,right,-15,modules/system/system.admin.inc
admin/config/user-interface/modulefilter,b'',b'',user_access,"b'a:1:{i:0;s:24:""administer module filter"";}'",drupal_get_form,"b'a:1:{i:0;s:22:""module_filter_settings"";}'",,15,4,0,,admin/config/user-interface/modulefilter,Module filter,t,,,a:0:{},6,Configure how the modules page looks and acts.,,0,profiles/haskala/modules/contrib/module_filter/module_filter.admin.inc
admin/config/user-interface/shortcut,b'',b'',user_access,"b'a:1:{i:0;s:20:""administer shortcuts"";}'",shortcut_set_admin,b'a:0:{}',,15,4,0,,admin/config/user-interface/shortcut,Shortcuts,t,,,a:0:{},6,Add and modify shortcut sets.,,0,modules/shortcut/shortcut.admin.inc
admin/config/user-interface/shortcut/%,"b'a:1:{i:4;s:17:""shortcut_set_load"";}'",b'',shortcut_set_edit_access,b'a:1:{i:0;i:4;}',drupal_get_form,"b'a:2:{i:0;s:22:""shortcut_set_customize"";i:1;i:4;}'",,30,5,0,,admin/config/user-interface/shortcut/%,Edit shortcuts,shortcut_set_title_callback,a:1:{i:0;i:4;},,a:0:{},6,,,0,modules/shortcut/shortcut.admin.inc
admin/config/user-interface/shortcut/%/add-link,"b'a:1:{i:4;s:17:""shortcut_set_load"";}'",b'',shortcut_set_edit_access,b'a:1:{i:0;i:4;}',drupal_get_form,"b'a:2:{i:0;s:17:""shortcut_link_add"";i:1;i:4;}'",,61,6,1,admin/config/user-interface/shortcut/%,admin/config/user-interface/shortcut/%,Add shortcut,t,,,a:0:{},388,,,0,modules/shortcut/shortcut.admin.inc
admin/config/user-interface/shortcut/%/add-link-inline,"b'a:1:{i:4;s:17:""shortcut_set_load"";}'",b'',shortcut_set_edit_access,b'a:1:{i:0;i:4;}',shortcut_link_add_inline,b'a:1:{i:0;i:4;}',,61,6,0,,admin/config/user-interface/shortcut/%/add-link-inline,Add shortcut,t,,,a:0:{},0,,,0,modules/shortcut/shortcut.admin.inc
admin/config/user-interface/shortcut/%/delete,"b'a:1:{i:4;s:17:""shortcut_set_load"";}'",b'',shortcut_set_delete_access,b'a:1:{i:0;i:4;}',drupal_get_form,"b'a:2:{i:0;s:24:""shortcut_set_delete_form"";i:1;i:4;}'",,61,6,0,,admin/config/user-interface/shortcut/%/delete,Delete shortcut set,t,,,a:0:{},6,,,0,modules/shortcut/shortcut.admin.inc
admin/config/user-interface/shortcut/%/edit,"b'a:1:{i:4;s:17:""shortcut_set_load"";}'",b'',shortcut_set_edit_access,b'a:1:{i:0;i:4;}',drupal_get_form,"b'a:2:{i:0;s:22:""shortcut_set_edit_form"";i:1;i:4;}'",,61,6,1,admin/config/user-interface/shortcut/%,admin/config/user-interface/shortcut/%,Edit set name,t,,,a:0:{},132,,,10,modules/shortcut/shortcut.admin.inc
admin/config/user-interface/shortcut/%/links,"b'a:1:{i:4;s:17:""shortcut_set_load"";}'",b'',shortcut_set_edit_access,b'a:1:{i:0;i:4;}',drupal_get_form,"b'a:2:{i:0;s:22:""shortcut_set_customize"";i:1;i:4;}'",,61,6,1,admin/config/user-interface/shortcut/%,admin/config/user-interface/shortcut/%,List links,t,,,a:0:{},140,,,0,modules/shortcut/shortcut.admin.inc
admin/config/user-interface/shortcut/add-set,b'',b'',user_access,"b'a:1:{i:0;s:20:""administer shortcuts"";}'",drupal_get_form,"b'a:1:{i:0;s:21:""shortcut_set_add_form"";}'",,31,5,1,admin/config/user-interface/shortcut,admin/config/user-interface/shortcut,Add shortcut set,t,,,a:0:{},388,,,0,modules/shortcut/shortcut.admin.inc
admin/config/user-interface/shortcut/link/%,"b'a:1:{i:5;s:14:""menu_link_load"";}'",b'',shortcut_link_access,b'a:1:{i:0;i:5;}',drupal_get_form,"b'a:2:{i:0;s:18:""shortcut_link_edit"";i:1;i:5;}'",,62,6,0,,admin/config/user-interface/shortcut/link/%,Edit shortcut,t,,,a:0:{},6,,,0,modules/shortcut/shortcut.admin.inc
admin/config/user-interface/shortcut/link/%/delete,"b'a:1:{i:5;s:14:""menu_link_load"";}'",b'',shortcut_link_access,b'a:1:{i:0;i:5;}',drupal_get_form,"b'a:2:{i:0;s:20:""shortcut_link_delete"";i:1;i:5;}'",,125,7,0,,admin/config/user-interface/shortcut/link/%/delete,Delete shortcut,t,,,a:0:{},6,,,0,modules/shortcut/shortcut.admin.inc
admin/config/workflow,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",system_admin_menu_block_page,b'a:0:{}',,7,3,0,,admin/config/workflow,Workflow,t,,,a:0:{},6,"Content workflow, editorial workflow tools.",right,5,modules/system/system.admin.inc
admin/content,b'',b'',user_access,"b'a:1:{i:0;s:23:""access content overview"";}'",views_page,"b'a:2:{i:0;s:16:""admin_views_node"";i:1;s:8:""system_1"";}'",,3,2,0,,admin/content,Content,t,,,a:0:{},6,Find and manage content.,,-10,modules/node/node.admin.inc
admin/content/mentions,b'',b'',views_access,"b'a:1:{i:0;a:2:{i:0;s:16:""views_check_perm"";i:1;a:1:{i:0;s:16:""administer nodes"";}}}'",views_page,"b'a:2:{i:0;s:8:""mentions"";i:1;s:4:""page"";}'",,7,3,1,admin/content,admin/content,Mentions,t,,,a:0:{},132,,,0,
admin/content/migrate,b'',b'',user_access,"b'a:1:{i:0;s:21:""migration information"";}'",drupal_get_form,"b'a:1:{i:0;s:28:""migrate_ui_migrate_dashboard"";}'",,7,3,1,admin/content,admin/content,Migrate,t,,,a:0:{},134,Manage importing of data into your Drupal site,,0,profiles/haskala/modules/development/migrate/migrate_ui/migrate_ui.pages.inc
admin/content/migrate/configure,b'',b'',user_access,"b'a:1:{i:0;s:30:""advanced migration information"";}'",migrate_ui_configure,b'a:0:{}',,15,4,1,admin/content/migrate,admin/content,Configuration,t,,,a:0:{},132,Configure migration settings,,100,profiles/haskala/modules/development/migrate/migrate_ui/migrate_ui.pages.inc
admin/content/migrate/groups,b'',b'',user_access,"b'a:1:{i:0;s:21:""migration information"";}'",drupal_get_form,"b'a:1:{i:0;s:28:""migrate_ui_migrate_dashboard"";}'",,15,4,1,admin/content/migrate,admin/content,Dashboard,t,,,a:0:{},140,,,-10,profiles/haskala/modules/development/migrate/migrate_ui/migrate_ui.pages.inc
admin/content/migrate/groups/%,b'a:1:{i:4;N;}',b'',user_access,"b'a:1:{i:0;s:21:""migration information"";}'",drupal_get_form,"b'a:2:{i:0;s:24:""migrate_ui_migrate_group"";i:1;i:4;}'",,30,5,0,,admin/content/migrate/groups/%,,migrate_ui_migrate_group_title,a:1:{i:0;i:4;},,a:0:{},6,,,0,profiles/haskala/modules/development/migrate/migrate_ui/migrate_ui.pages.inc
admin/content/migrate/groups/%/%,b'a:2:{i:4;N;i:5;N;}',b'',user_access,"b'a:1:{i:0;s:21:""migration information"";}'",drupal_get_form,"b'a:3:{i:0;s:22:""migrate_migration_info"";i:1;i:4;i:2;i:5;}'",,60,6,0,,admin/content/migrate/groups/%/%,,migrate_ui_migrate_migration_title,a:1:{i:0;i:5;},,a:0:{},6,,,0,profiles/haskala/modules/development/migrate/migrate_ui/migrate_ui.pages.inc
admin/content/migrate/groups/%/%/edit,b'a:2:{i:4;N;i:5;N;}',b'',user_access,"b'a:1:{i:0;s:30:""advanced migration information"";}'",drupal_get_form,"b'a:3:{i:0;s:24:""migrate_ui_edit_mappings"";i:1;i:4;i:2;i:5;}'",,121,7,1,admin/content/migrate/groups/%/%,admin/content/migrate/groups/%/%,Edit,t,,,a:0:{},132,Edit migration mappings,,0,profiles/haskala/modules/development/migrate/migrate_ui/migrate_ui.pages.inc
admin/content/migrate/groups/%/%/messages,b'a:2:{i:4;N;i:5;N;}',b'',user_access,"b'a:1:{i:0;s:30:""advanced migration information"";}'",migrate_ui_messages,b'a:2:{i:0;i:4;i:1;i:5;}',,121,7,1,admin/content/migrate/groups/%/%,admin/content/migrate/groups/%/%,Messages,t,,,a:0:{},132,View messages from a migration,,0,profiles/haskala/modules/development/migrate/migrate_ui/migrate_ui.pages.inc
admin/content/migrate/groups/%/%/view,b'a:2:{i:4;N;i:5;N;}',b'',user_access,"b'a:1:{i:0;s:21:""migration information"";}'",drupal_get_form,"b'a:3:{i:0;s:22:""migrate_migration_info"";i:1;i:4;i:2;i:5;}'",,121,7,1,admin/content/migrate/groups/%/%,admin/content/migrate/groups/%/%,View,t,,,a:0:{},140,,,-10,profiles/haskala/modules/development/migrate/migrate_ui/migrate_ui.pages.inc
admin/content/node,b'',b'',user_access,"b'a:1:{i:0;s:23:""access content overview"";}'",drupal_get_form,"b'a:1:{i:0;s:18:""node_admin_content"";}'",,7,3,1,admin/content,admin/content,Content,t,,,a:0:{},140,,,-10,modules/node/node.admin.inc
admin/help,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_main,b'a:0:{}',,3,2,0,,admin/help,Help,t,,,a:0:{},6,"Reference for usage, configuration, and modules.",,9,modules/help/help.admin.inc
admin/help/admin_menu,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/admin_menu,admin_menu,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/block,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/block,block,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/ckeditor,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/ckeditor,ckeditor,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/contextual,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/contextual,contextual,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/dblog,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/dblog,dblog,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/diff,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/diff,diff,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/features,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/features,features,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/field,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/field,field,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/field_sql_storage,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/field_sql_storage,field_sql_storage,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/file,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/file,file,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/filter,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/filter,filter,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/googleanalytics,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/googleanalytics,googleanalytics,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/help,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/help,help,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/image,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/image,image,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/ip_geoloc,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/ip_geoloc,ip_geoloc,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/jquery_update,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/jquery_update,jquery_update,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/list,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/list,list,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/menu,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/menu,menu,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/metatag,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/metatag,metatag,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/migrate_ui,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/migrate_ui,migrate_ui,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/node,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/node,node,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/number,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/number,number,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/options,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/options,options,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
admin/help/path,b'',b'',user_access,"b'a:1:{i:0;s:27:""access administration pages"";}'",help_page,b'a:1:{i:0;i:2;}',,7,3,0,,admin/help/path,path,t,,,a:0:{},4,,,0,modules/help/help.admin.inc
